familyNumber,applicationNumber,applicationDate,publicationNumber,publicationDate,patentName,abstract,applicant,inventor,IPC,IPC_count,CPC,CPC_count,familyMembers (appNum),geographicalExtensions,familyDates_min,familyDates_max,timeDifference,backwardCitationsESpaceRaw,backwardCitationsESpaceA,backwardCitationsESpaceB,backwardCitationsGoogle,forwardCitationsGoogle,publicationNumberGoogle
046800222,AU2016273948A,2016-12-15,AU2016273948A1,2017-01-12,['Orthopedic pillow for treatment and prevention of lumbar and thoracic spine disaeses'],"ORTHOPEDIC PILLOW FOR TREATMENT AND PREVENTION OF LUMBAR AND THORACIC SPINE DISEASES Abstract An orthopedic pillow comprises a padded member which has a hard block fully inserted inside. The padded member is made of resilient materials. The padded member's shape is roughly similar to that of a rectangular or hexagonal block; however, if looked right from its right or left side, the padded member has a symmetric or a symmetric bell shape. The length of the long side of the padded member is roughly equal to an adult's body's width. The hard block is made of non resilient material. The hard block is able to tolerate, without rupturing and/or deformation, the gravity force on a mass of about 140 kg with a shape and size similar to those of a person's body. The shape of the hard block and of the padded member are similar, and their dimensions are proportional. The length of the long side of the hard block is also roughly equal to an adult's body's width. Both the padded member and the hard block have a flat bottom side. .4--4,-""3:021 2021 400 200, 201 FIG . 1 - 202",KIM THI PHAM LOAN (VN); KIM THI PHAM LOAN,KIM THI PHAM LOAN; KIM THI PHAM LOAN,A47C16/00; A47C20/00,2,"A47C16/00 (KR); A47C20/00 (KR); A47C20/027 (EP,US); A47G9/10 (US)",4,AU2012385226A; AU2016273948A; CA2901108A; CY211101081T; DK12756023T; EP12756023A; ES12756023T; HK15109173A; HRP20211928T; HUE12756023A; IB2012053508W; KR20157003442A; KR20187002760A; KR20197014450A; LT12053508T; PL12756023T; PT12756023T; SG11201500977VA; US201214421653A,16,2014-01-16,2022-11-25,106,0,0,0,0,0,
046879771,US201815904548A,2018-02-26,US2018334675A1,2018-11-22,['Culicinae Mosquito TRA-2 RNA Interference Technique to Genetically Produce Maleness Population'],"This invention entails a method to make a Tra-2 RNAi kernel sequence, and uses for this kernel sequence. The method includes the steps of amplifying an RNA recognition motive (RRM) DNA sequence from a Culcinae mosquito species, to obtain a first RRM DNA sequence of 240 base pairs; then reversely connecting the first RRM DNA sequence with a second RRM DNA sequence via an intron or a linker DNA sequence, in such a way that the second RRM DNA sequence forms an inverted sequence to the first RRM DNA sequence. Transcription of the two DNA sequences produces single strands of mRNA that can bind together to form a double strand hairpin mRNA structure. Other steps include inserting a tetracycline repressible transactivator, and an insect spermatogenesis promoter.",HOANG DUONG THANH (VN); HOANG KIM PHUC (GB),HOANG DUONG THANH (VN); HOANG KIM PHUC (GB),A01K67/033; C12N15/113,2,"A01K67/0333 (EP,US); A01K67/0339 (US); C12N15/113 (EP,US); A01K2217/058 (EP,US); A01K2227/706 (EP,US); A01K2267/02 (EP,US); C12N2310/14 (EP,US); C12N2330/51 (EP,US)",8,BR112013024346A; SG10201602302UA; US201114356978A; US201815904548A; VN2011000011W,4,2012-09-27,2018-11-22,74,0,0,0,0,0,
047018296,KR20177027277A,2012-08-15,KR101931519B1,2017-11-22,['A SITTING DEVICE FOR PREVENTION OF SPINAL DISEASES'],"척추 질환의 예방을 위한 좌석 장치(100)는 패딩 부재(200), 상기 패딩 부재(200)로부터 전방으로 연장된 패드(300), 및 상기 패딩 부재(200)의 내부에 완전히 삽입된 경질 블록(400)을 포함한다. 상기 패딩 부재(200)는 일반적으로 육각형 형상을 가지며, 탄성 재료로 제조된다. 상기 패딩 부재(200)의 빗변 표면(201)은 인체 공학적으로 물결형을 이룬다. 상기 경질 블록(400)은 비-탄성 재료로 제작되고, 변형없이, 성인의 신체에 가해지는 중력을 견딜 수 있고, 성인의 엉덩이와 유사한 형상 및 크기를 갖는다. 상기 경질 블록(400)은 패딩 부재(200)의 직각 영역의 내부에 완전히 삽입되어 있다. 상기 경질 블록(400)의 전방 측(403)의 높이(H)는, 착석자의 꼬리뼈의 최저점으로부터 그의 엉치뼈의 좌골 결절의 최저점까지의 거리보다 크다. 이것은 항상 엉치뼈를 두개의 착좌 영역보다 높은 위치에 있도록 유지하고, 그에 따라서 골반을 직립 및 대칭으로 유지시킨다. 상기 패딩 부재(200)와 경질 블록(400) 모두는, 안정성을 보장하기 위해서 평평한 바닥면을 갖는다.",KIM THI PHAM LOAN (VN),KIM THI PHAM LOAN (VN),A47C15/00; A47C3/16; A47C9/00,3,"A47C15/004 (EP,KR,US); A47C3/16 (EP,KR,US); A47C9/005 (EP,KR,US)",3,AU2015200734A; AU2016262706A; CA2881878A; EP12772446A; HK15108801A; IB2012054164W; JP2015527030A; KR20157004067A; KR20177027277A; SG11201501073YA; US201213580669A; US201514622070A,9,2014-02-20,2020-03-18,73,0,0,0,0,0,
047176091,BR112013029041A,2012-02-21,BR112013029041A2,2017-06-27,adesivos secos,"resumo da patente de invenção para: adesivos secos. um adesivo seco compreendendo uma superfície com micro características e nano características, e uma superfície compatível tendo uma dureza de aproximadamente 60 shore a ou menos, a superfície com micro características e nano características e a superfície compatível sendo capazes de formar, mediante contato, uma ligação adesiva seca entre si.",MYLAN GROUP (VN),LOC VINH BUI (US); MY T NGUYEN (CA),B32B7/10; B81B3/00; B82Y30/00; C09J7/00; F16B11/00; F16B47/00,6,"A63B65/02 (KR); A63F9/02 (KR); B32B27/10 (EP,US); B32B27/36 (EP,US); B32B3/00 (EP,US); B32B3/30 (US); C09J109/06 (EP,US); C09J153/02 (US); C09J183/04 (EP,US); C09J201/00 (KR); C09J7/00 (EP,KR,US); B32B2255/10 (EP,US); B32B2255/26 (EP,US); B32B2367/00 (US); B32B2405/00 (US); B81B1/002 (US); B81B2203/0315 (US); B82Y30/00 (EP,US); C09J2301/31 (EP,US); Y10T428/24355 (EP,US); Y10T428/24479 (EP,US)",21,AU2012255592A; BR112013029041A; CA2012050101W; CA2776399A; CN201280034242A; EP12167775A; EP12167776A; EP12167778A; ES12167775T; ES12167776T; ES12167778T; JP2014006545A; JP2014012957A; JP2014509575A; KR20137032834A; KR20147003095A; KR20147003096A; MX2013013245A; RU2013155467A; RU2014110390A; RU2014110407A; TW101116613A; TW101116615A; TW101116616A; US201213465706A; US201313962207A; US201313962239A; US201615065234A,12,2012-07-18,2018-01-01,66,0,0,0,0,0,
047521060,PT12812720T,2012-10-16,PT2908680T,2017-07-18,"['ORTHOPEDIC SANDAL FOR PREVENTION OF PLURALITY OF HEALTH PROBLEMS IN FOOT, ANKLE, AND SPINE']",,KIM THI PHAM LOAN (VN),LOAN KIM THI PHAM (VN),A43B1/10; A43B13/12; A43B13/18; A43B13/40; A43B13/42; A43B3/12; A43B7/14; A63B3/00,8,"A43B1/10 (EP,RU,US); A43B13/122 (EP,US); A43B13/181 (EP,US); A43B13/189 (EP,US); A43B13/20 (US); A43B13/40 (EP,US); A43B13/42 (EP,US); A43B3/122 (EP,US); A43B3/126 (EP,US); A43B3/128 (EP,US); A43B7/14 (RU,US); A43B7/147 (EP,US); A63B3/00 (EP,US)",13,AU2012392755A; CA2888437A; DK12812720T; EP12812720A; ES12812720T; HK15109943A; IB2012055616W; JP2015537364A; KR20157010398A; NZ70702312A; PL12812720T; PT12812720T; RU2015117185A; SG11201502938QA; US201213641700A,15,2014-04-17,2018-02-28,46,0,0,0,0,0,
047521060,DK12812720T,2012-10-16,DK2908680T3,2017-08-07,"ORTOPÆDISK SANDAL TIL FOREBYGGELSE AF EN RÆKKE SUNDHEDSMÆSSIGE PROBLEMER I FOD, ANKEL OG RYGSØJLE",,KIM THI PHAM LOAN (VN),KIM THI PHAM LOAN (VN),A43B1/10; A43B13/12; A43B13/18; A43B13/40; A43B13/42; A43B3/12; A43B7/14; A63B3/00,8,"A43B1/10 (EP,RU,US); A43B13/122 (EP,US); A43B13/181 (EP,US); A43B13/189 (EP,US); A43B13/20 (US); A43B13/40 (EP,US); A43B13/42 (EP,US); A43B3/122 (EP,US); A43B3/126 (EP,US); A43B3/128 (EP,US); A43B7/14 (RU,US); A43B7/147 (EP,US); A63B3/00 (EP,US)",13,AU2012392755A; CA2888437A; DK12812720T; EP12812720A; ES12812720T; HK15109943A; IB2012055616W; JP2015537364A; KR20157010398A; NZ70702312A; PL12812720T; PT12812720T; RU2015117185A; SG11201502938QA; US201213641700A,15,2014-04-17,2018-02-28,46,0,0,0,0,0,
047521060,ES12812720T,2012-10-16,ES2633348T3,2017-09-20,"Sandalia ortopédica para la prevención de una pluralidad de problemas de salud en el pie, el tobillo y la columna vertebral","Una sandalia ortopédica (100) para prevención de una pluralidad de problemas de salud en el pie, tobillo, y columna vertebral, que comprende una suela (200) y tiras (300) montadas que aseguran la suela a un pie de un usuario; existen seis tiras (300) diferentes, cuatro de las cuales retienen la parte delantera del piel, y dos de ellas retienen el tobillo; dichas tiras pasan a través del borde de dicha suela para crear 12 extensiones (301) debajo de la suela; cada una de las extensiones tiene aproximadamente 1 a 3 centímetros de largo; dichas tiras están fabricada de caucho que genera fricción alta; dicha suela consta de dos capas diferentes - una capa exterior (211) y una capa interior (221), dicha capa exterior tiene un interior vacío que se expande desde la porción delantera de la capa exterior que está debajo de los dedos del usuario hasta la porción extrema de la capa exterior que está debajo del talón del usuario; dicho interior vacío está dividido lateralmente por 3 divisores en 4 compartimientos; en cada compartimiento existe una capa de caucho fina (213) que divide horizontalmente dicho compartimiento en dos; dicha capa interior (221) es una bolsa (222) fabricada de caucho blando que está en contacto con el pie del usuario; dicha bolsa está llena con gel blando especial (223) que tiene estabilidad física, incluyendo estabilidad y viscosidad, bajo el cambio de temperatura y presión; dicha capa interior (221) está pre-configurada para ajustar ergonómicamente en la suela del usuario; dicha capa interior es capaz de reconfigurarse bajo la fuerza de la gravedad del cuerpo del usuario.",KIM THI PHAM LOAN (VN),KIM THI PHAM LOAN,A43B1/10; A43B13/12; A43B13/18; A43B13/40; A43B13/42; A43B3/12; A43B7/14; A63B3/00,8,"A43B1/10 (EP,RU,US); A43B13/122 (EP,US); A43B13/181 (EP,US); A43B13/189 (EP,US); A43B13/20 (US); A43B13/40 (EP,US); A43B13/42 (EP,US); A43B3/122 (EP,US); A43B3/126 (EP,US); A43B3/128 (EP,US); A43B7/14 (RU,US); A43B7/147 (EP,US); A63B3/00 (EP,US)",13,AU2012392755A; CA2888437A; DK12812720T; EP12812720A; ES12812720T; HK15109943A; IB2012055616W; JP2015537364A; KR20157010398A; NZ70702312A; PL12812720T; PT12812720T; RU2015117185A; SG11201502938QA; US201213641700A,15,2014-04-17,2018-02-28,46,0,0,0,0,0,
047521060,PL12812720T,2012-10-16,PL2908680T3,2017-10-31,"['ORTHOPEDIC SANDAL FOR PREVENTION OF PLURALITY OF HEALTH PROBLEMS IN FOOT, ANKLE, AND SPINE']",,KIM THI PHAM LOAN (VN),KIM THI PHAM LOAN (VN),A43B1/10; A43B13/12; A43B13/18; A43B13/40; A43B13/42; A43B3/12; A43B7/14; A63B3/00,8,"A43B1/10 (EP,RU,US); A43B13/122 (EP,US); A43B13/181 (EP,US); A43B13/189 (EP,US); A43B13/20 (US); A43B13/40 (EP,US); A43B13/42 (EP,US); A43B3/122 (EP,US); A43B3/126 (EP,US); A43B3/128 (EP,US); A43B7/14 (RU,US); A43B7/147 (EP,US); A63B3/00 (EP,US)",13,AU2012392755A; CA2888437A; DK12812720T; EP12812720A; ES12812720T; HK15109943A; IB2012055616W; JP2015537364A; KR20157010398A; NZ70702312A; PL12812720T; PT12812720T; RU2015117185A; SG11201502938QA; US201213641700A,15,2014-04-17,2018-02-28,46,0,0,0,0,0,
047746747,BR112014004302A,2012-03-01,BR112014004302A2,2017-06-20,"conjugado, composição farmacêutica, processo para preparar um conjugado, métodos para inibir a proliferação de uma célula cancerosa, para tratar um distúrbio, e para tratar um paciente",,NANOGEN PHARMACEUTICAL BIOTECHNOLOGY (VN),NHAN HO (VN),C07K11/00; C12P21/04,2,A61K47/60 (EP); A61P1/16 (EP); A61P31/12 (EP); A61P31/14 (EP); A61P31/20 (EP); A61P35/00 (EP); C07K14/555 (EP); A61K38/21 (EP),8,AU2012299423A; BR112014004302A; CA2846092A; CN201280003367A; EP12825651A; JP2014527142A; RU2014111179A; US2012027317W; ZA201401159A,9,2013-02-28,2017-06-20,52,0,0,0,0,0,
047753720,LT11768122T,2011-09-03,LT2750551T,2021-02-25,['AN ORTHOPEDIC CHAIR FOR TREATMENT AND PREVENTION OF SPINAL DISEASES'],,PHAM THI KIM LOAN (VN),PHAM THI KIM LOAN (VN),A47C17/16; A47C31/12; A47C7/02,3,"A47C31/126 (EP,US); A47C7/029 (EP,US)",2,AU2011375705A; AU2017210495A; AU2020200236A; CA2847270A; CY211100211T; DK11768122T; EP11768122A; ES11768122T; HRP20210128T; HUE11768122A; IB2011053859W; JP2014527749A; LT11768122T; NZ62196411A; PL11768122T; PT11768122T; RSP20210258A; SG11201400301XA; SI201131950T; US201113262636A,18,2013-03-07,2022-06-16,111,0,0,0,0,0,
047753720,DK11768122T,2011-09-03,DK2750551T3,2021-03-15,Ortopædisk stol til behandling og forebyggelse af rygmarvslidelser,,PHAM THI KIM LOAN (VN),PHAM THI KIM LOAN (VN),A47C17/16; A47C31/12; A47C7/02,3,"A47C31/126 (EP,US); A47C7/029 (EP,US)",2,AU2011375705A; AU2017210495A; AU2020200236A; CA2847270A; CY211100211T; DK11768122T; EP11768122A; ES11768122T; HRP20210128T; HUE11768122A; IB2011053859W; JP2014527749A; LT11768122T; NZ62196411A; PL11768122T; PT11768122T; RSP20210258A; SG11201400301XA; SI201131950T; US201113262636A,18,2013-03-07,2022-06-16,111,0,0,0,0,0,
047753720,RSP20210258A,2011-09-03,RS61545B1,2021-04-29,['AN ORTHOPEDIC CHAIR FOR TREATMENT AND PREVENTION OF SPINAL DISEASES'],,PHAM THI KIM LOAN (VN),PHAM THI KIM LOAN (VN),A47C17/16; A47C31/12; A47C7/02,3,"A47C31/126 (EP,US); A47C7/029 (EP,US)",2,AU2011375705A; AU2017210495A; AU2020200236A; CA2847270A; CY211100211T; DK11768122T; EP11768122A; ES11768122T; HRP20210128T; HUE11768122A; IB2011053859W; JP2014527749A; LT11768122T; NZ62196411A; PL11768122T; PT11768122T; RSP20210258A; SG11201400301XA; SI201131950T; US201113262636A,18,2013-03-07,2022-06-16,111,0,0,0,0,0,
047753720,HUE11768122A,2011-09-03,HUE053409T2,2021-06-28,['AN ORTHOPEDIC CHAIR FOR TREATMENT AND PREVENTION OF SPINAL DISEASES'],,PHAM THI KIM LOAN (VN),PHAM THI KIM LOAN,A47C17/16; A47C31/12; A47C7/02,3,"A47C31/126 (EP,US); A47C7/029 (EP,US)",2,AU2011375705A; AU2017210495A; AU2020200236A; CA2847270A; CY211100211T; DK11768122T; EP11768122A; ES11768122T; HRP20210128T; HUE11768122A; IB2011053859W; JP2014527749A; LT11768122T; NZ62196411A; PL11768122T; PT11768122T; RSP20210258A; SG11201400301XA; SI201131950T; US201113262636A,18,2013-03-07,2022-06-16,111,0,0,0,0,0,
