familyNumber,applicationNumber,applicationDate,publicationNumber,publicationDate,patentName,abstract,applicant,inventor,IPC,IPC_count,CPC,CPC_count,familyMembers (appNum),geographicalExtensions,familyDates_min,familyDates_max,timeDifference,backwardCitationsESpaceRaw,backwardCitationsESpaceA,backwardCitationsESpaceB,backwardCitationsGoogle,forwardCitationsGoogle,publicationNumberGoogle
049775367,US201715810095A,2017-11-12,US2018159718A1,2018-06-07,['Computer and method of operation of its network'],"Personal computer contains information input, output, storage, processing units, network devices, as well as pre-installed software. All units are executed stationary or mobile and in addition, each unit is supplied with devices and software such that each unit independently has the ability to log on to the network, for example through assigning the IP addresses on the Internet or number of mobile communication to each unit. Connection of units with each other may be done with cable, wireless devices or through a network between themselves only in any combination of units and any number of units. Combination of units can register IP address of units in the network at the user's option or at least one shared IP address is registered online. Interacting via IP addresses over the network the units or combination of units generate personal computer with network, with the ability to work in a network with the network -generated computer via assigning IP address that does not match IP addresses of units. In mobile use: possibility of stationary PC, uptime input/output units without recharging, the security of information.",MAKAVEEV SERGEI (CA); MAKAVEEV PAVEL (CA); PUTSEYEU MIKALAI (BY); PUTSEYEU ULADZIMIR (BY),MAKAVEEV SERGEI (CA); MAKAVEEV PAVEL (CA); PUTSEYEU MIKALAI (BY); PUTSEYEU ULADZIMIR (BY),H04L12/24; H04L29/06,2,"H04L41/00 (US); H04L63/10 (EP,US); H04L2463/103 (EP,US)",3,US201213531573A; US201715810095A,1,2013-12-26,2018-06-07,54,63,63,63,59,2,US20180159718A1
050685965,US201415330550A,2014-04-07,US2017079905A1,2017-03-23,['NATURAL SKIN-CARE PRODUCT'],"This invention relates to a skin-penetrating skin-care product, which is made of natural, raw ingredients including, among other things, plants, algae and fungi. Skin-care products are generally composed of highly processed components and they often comprise only few isolated nutrients. This invention intends to solve the problem of lack of quality and quantity of nutrients in the skin-care products.",RENZ OLGA (BY),RENZ OLGA (BY),A61K36/00; A61K36/02; A61K36/06; A61K8/97; A61Q19/00,5,"A61K36/00 (US); A61K36/02 (US); A61K36/06 (US); A61K8/18 (EP,US); A61Q19/00 (EP,US); A61K2800/412 (US); A61K2800/413 (US)",7,IB2014000550W; US201415330550A,2,2015-10-15,2017-03-23,17,2,2,2,0,0,US20170079905A1
052346787,US201916292299A,2019-03-04,US10761608B2,2019-06-27,['METHOD AND WEARABLE APPARATUS FOR SYNCHRONIZING A USER WITH A VIRTUAL ENVIRONMENT'],"The proposed method relates to the field of providing physical feedback to a user from a virtual application, particularly a computer game or other software applications. The method for interactive physiological and technological synchronization of a user with a virtual environment includes taking the user's biometric and/or kinematic parameters, transferring the user's biometric and/or kinematic parameters to an application program, generating feedback signals in the application program, transmitting the feedback signals to a computing device, processing the feedback signals and supplying feedback pulses which invoke physical sensations in the nervous system of the user through contact with the user's skin, wherein the feedback pulses are supplied using the principle of cascaded distribution of electrical pulses. Also claimed are variants of a wearable apparatus for implementation of the proposed method. The proposed method and apparatus allow for creating a deep-sense reality for the user.",KHURS SIARHEI (BY); TESLA STUDIOS LTD (GB); RAMAN ALEKSANDROVICH (BY); TESLA STUDIOS LTD (GB); KHURS SIARHEI (BY); ALEKSANDROVICH RAMAN (BY); VR ELECTRONICS LTD (GB),MAROZAU DZMITRY (GB); KHURS SIARHEI (BY); ALEKSANDROVICH RAMAN (BY); MAROZAU DZMITRY (GB); KHURS SIARHEI (BY); ALEKSANDROVICH RAMAN (BY),A61B5/296; G06F1/16; G06F13/10; G06F3/01; G06T19/00; G09G5/12; H04B1/3827,7,"A61B5/103 (EA); A63F13/28 (EP); G06F1/163 (EP,US); G06F13/102 (EP,US); G06F3/011 (EP,US); G06F3/014 (EP,US); G06F3/015 (EP,US); G06F3/016 (US); G06F3/0346 (EA); G06T19/006 (US); G09G5/12 (US); H04B1/385 (US)",12,AU2014292546A; AU2019268199A; EA201301064A; EA2014000017W; EP14826601A; JP2016541821A; JP2019145952A; US201414905094A; US201916292299A; US202016998302A,5,2015-01-22,2022-03-09,86,89,48,48,41,16,
053371553,UAA201607460A,2014-12-12,UA119758C2,2019-08-12,"['METHOD FOR TREATING AND PREVENTING DISEASES HAVING NEUROLOGICAL, CARDIOLOGICAL AND THERAPEUTIC PROFILES']","Изобретение относится к медицине, а именно к гравитационной терапии и может быть использовано в комплексном лечении и реабилитации пациентов неврологического, кардиологического и терапевтического профилей с недостаточностью кровообращения. Указанный технический результат достигается тем, что пациент размещается на инверсионном столе в положении лежа на правом боку, с ногами, согнутыми в коленях и разведенными в тазобедренных суставах на 30-60 градусов. Фиксация пациента осуществляется при помощи мягкого фиксирующего устройства за таз. Параметры цикла колебательных движений, совершаемых инверсионным столом при опускании и подъеме головной части стола: переменные углы вращения вокруг продольной и поперечной осей стола, частота колебаний стола, предельный угол наклона головной части стола, задаются при помощи пульта управления. Во время работы инверсионный стол выполняет колебательные движения, меняя направление вращения вокруг оси и угол наклона стола и постепенно опускает головную часть стола и возвращает ее в исходное положение. Использование заявленного изобретения повышает эффективность лечения заболеваний пациентов, связанных с недостаточностью кровообращения и при этом отсутствуют: негативное влияние на пациента в виде рефлекторных реакций, повышения артериального давления и нарушения венозного оттока от жизненно важных органов.",OBCHECTVO S OGRANICHENNOY OTVETSTVENNOSTIY BELMEDINNOVATSIA (BY),LADOZHSKAYA-GAPEENKO EKATERINA EVGENYEVNA (RU); FIONIK OLGA VLADIMIROVNA (RU),,0,"A61G13/02 (US); A61H1/003 (EP,US); A61H31/004 (EP,US); A61G13/009 (EP,US); A61G13/04 (EP,US); A61H2201/1671 (EP,US); A61H2203/0475 (EP,US); A61H2203/0493 (EP,US); A61H2209/00 (EP,US); A61H2230/045 (EP,US)",10,EA201600455A; RU2013155494A; RU2014000937W; UAA201607460A; US201415103221A,4,2015-03-27,2019-08-12,53,90,45,45,46,14,
054054631,US201515123752A,2015-02-06,US11235423B2,2017-11-02,['LASER CLADDING METHOD AND DEVICE FOR IMPLEMENTING SAME'],"A method and device for laser cladding by independently heating the cladding material and the surface of the workpiece consist in formation of the series of parallel annular laser beams, possibly different wavelengths, with an adjustable distribution of laser radiation power across the annular beams. The annular beams are transformed into a series of conical beams which are separately focused along a single optical axis, along which the cladding material is fed. The device can be supplemented with a cylindrical mirror for the multipass laser radiation through the stream of cladding material with the possibility of the laser radiation return to the laser resonator.",CHIVEL YURY ALEXANDROVICH (BY); CHIVEL YURY ALEXANDROVICH (BY),CHIVEL YURY ALEXANDROVICH (BY); CHIVEL YURY ALEXANDROVICH (BY),B23K26/06; B23K26/067; B23K26/073; B23K26/144; B23K26/146; B23K26/342; B22F3/115; B23K26/064; B23K26/14; B23K26/34; C23C26/02; C23C4/00; G02B5/00; H01S3/00,14,"B22F3/115 (US); B23K26/0617 (EP,US); B23K26/064 (EP,US); B23K26/0643 (EP,US); B23K26/0648 (EP,US); B23K26/0665 (US); B23K26/067 (EP,US); B23K26/0676 (EP,US); B23K26/0734 (EP,US); B23K26/0736 (US); B23K26/14 (EP,US); B23K26/144 (EP,US); B23K26/146 (EP,US); B23K26/1476 (EP,US); B23K26/34 (EP,US); B23K26/342 (EP,US); C23C26/02 (US); C23C4/00 (US); G02B5/001 (US); H01S3/0071 (US)",20,IB2015000125W; RU2014108832A; US201515123752A,3,2015-09-11,2022-02-01,77,45,41,41,37,20,
054704934,US201615569088A,2016-04-25,US10850114B2,2018-05-03,['DISTRIBUTED MAGNETIC THERAPEUTIC INDUCTOR'],This invention relates to a distributed magnetic therapeutic inductor comprising multiple planar electromagnetic inductors arranged within a flat flexible mat and inducing the electromagnetic field perpendicular to the mat plane. The inductor is characterized in that a magnetically conductive surface closing magnetic circuits of the inductors to each other is made on the back side of the mat. Magnetically conductive surface is made in the form of a flexible magnetically conductive layer arranged exteriorly on the mat surface.,PLETNEV SERGEY (BY); PLETNEV SERGEY (BY),PLETNEV SERGEY (BY); PLETNEV SERGEY (BY),A61N2/02,1,"A61N2/02 (EP,US)",1,EA201500717A; IB2016052329W; US201615569088A,3,2015-11-30,2020-12-01,61,19,12,12,12,1,
054783476,EP15198071A,2015-12-04,EP3151294A1,2017-04-05,['SEMICONDUCTOR MEMORY DEVICES FOR USE IN ELECTRICALLY ALTERABLE READ ONLY MEMORY (ROM) AND SEMICONDUCTOR THIN FILM DEVICES (SPINTRONS AND SPIN-ORBITRONS)'],An electrically alterable thin film memory device which can be switched from a high resistance state to a low resistance state. The device increases the concentration of electrically active impurities at correspondent electrodes to which respect impurities would electro migrate during a large number of set-reset cycles. The device comprises a layered structure with memory layers formed on an interface of two regions as the result of the mutual mixing and migration of their constituents. One region contains an electrically active donor impurity. A thin layer of dielectric is placed in the other region. Each of the memory layers includes an interface of chalcogenide films.,TROYAN EUGENLY (BY); TROYAN EUGENIY (BY),TROYAN EUGENLY (BY); TROYAN EUGENIY (BY),H01L45/00,1,"H10N70/245 (EP,US); H10N70/253 (EP,US); H10N70/801 (EP,US); H10N70/826 (EP,US); H10N70/8828 (EP,US); H10B69/00 (RU)",6,EP15198071A; RU2016103994A; US201514618277A,3,2016-08-11,2019-05-29,33,39,38,38,37,5,
055438939,EP14901322A,2014-09-02,EP3189899A1,2017-07-12,['DEVICE FOR PRODUCING NANOSTRUCTURED COATINGS ON A SOLID SURFACE'],"The invention is related to the instruments and apparatus intended for formation of mono- and multilayer Langmuir-Blodgett films of surface active compounds, which are to be used in the high-technology production of electronic products, components of molecular electronics and other devices, the operation of which is based on quantum-size effects.  The objective of this invention consists in the development of a device providing for the continuous process of obtaining the functional coatings with specified physical and chemical characteristics with ensuring their long-term stability and wear-resistance while the products are in use.  The set objective is solved by equipping the device with the unit providing for cleaning the working liquid and continuous process of feeding the cleaned working liquid into the process trough, monolayer formation system, transportation system and additional systems providing for automatic activation of the substrate surface and stabilisation of the layers on the surface due to physical adsorption and chemical reactions.  The developed design of the device provides for obtaining the high-quality functional coatings in the continuous process of modification of the substrates.",OBSHCHESTVO S OGRANICHENNOY OTVETSTVENNOSTYU IZOVAC TECH (BY); OBSHCHESTVO S OGRANICHENNOY OTVETSTVENNOSTYU IZOVAC TECH (BY); OBSHCHESTVO S OGRANICHENNOY OTVETSTVENNOSTYU IZOVAC TECH (BY),SHIRIPOV VLADIMIR JAKOLEVICH (BY); ZHAVNERKO HENADZI KONSTANTINOVICH (BY); SHIRIPOV VLADIMIR JAKOLEVICH (BY); ZHAVNERKO HENADZI KONSTANTINOVICH (BY); SHIRIPOV VLADIMIR JAKOLEVICH (BY); ZHAVNERKO HENADZI KONSTANTINOVICH (BY),B05C3/10; B05D1/20; B82Y30/00,3,"B05C3/10 (EP,EA,KR); B05D1/20 (KR); B05D1/206 (EP,EA); B82Y30/00 (EP,EA); C08L101/00 (KR); B82Y30/00 (KR)",6,BY2014000007W; CN201490001534U; EA201700059A; EP14901322A; JP2017600028U; KR20177000001U,6,2016-03-10,2020-07-15,52,19,11,11,10,3,
055438939,EA201700059A,2014-09-02,EA032214B1,2017-08-31,['DEVICE FOR PRODUCING NANOSTRUCTURED COATINGS ON A SOLID SURFACE'],"The invention relates to instruments and apparatuses for forming, on a surface, monolayer or multilayer Langmuir-Blodgett films from surfactant compounds used in the high-technology production of electronic products, elements of molecular electronics, and products which operate on quantum size effects. The aim of the present invention consists in developing an installation which allows for a continuous technological process of producing functional coatings having set physical and chemical characteristics, while providing for the long-term stability and wear-resistance of said coatings during the process of product utilization. The aim is achieved in that a device includes a unit which allows for cleaning a working fluid and allows for a continuous process of feeding the cleaned working fluid into a technological bath, a monolayer formation system, a transport system, and additional systems which allow for automatically activating the surfaces of substrates and for stabilizing layers on the surface by means of chemical reactions. The design of the installation allows for producing high-quality functional coatings in a continuous technological process of substrate modification.",OBSCHESTVO S OGRANICHENNOY OTVETSTVENNOSTYU IZOVAC TECH (BY),ZHAVNERKO HENADZI KONSTANTINOVICH (BY); SHIRIPOV VLADIMIR JAKOVLEVICH (BY),B05C3/10; B05D1/20; B82Y30/00,3,"B05C3/10 (EP,EA,KR); B05D1/20 (KR); B05D1/206 (EP,EA); B82Y30/00 (EP,EA); C08L101/00 (KR); B82Y30/00 (KR)",6,BY2014000007W; CN201490001534U; EA201700059A; EP14901322A; JP2017600028U; KR20177000001U,6,2016-03-10,2020-07-15,52,19,11,11,10,3,
056787755,DE112015006221T,2015-02-25,DE112015006221B4,2022-06-02,Verfahren zur Verarbeitung von polymineralischen Kaliumerzen unter Gewinnung von Kaliumsulfat,"Verfahren zur Verarbeitung von polymineralischem Kaliumerz unter Gewinnung von Kaliumsulfat, dadurch gekennzeichnet, dass mana) zur Verarbeitung Erz bei einem Gewichtsverhältnis von Kaliumchlorid zu Magnesiumsulfat von 1,00-1,24 bereitstellt,b) das Erz bis zu einer Korngröße von höchstens bis 0,5 mm zerkleinert,c) den Halit durch Schwimmaufbereitung am Kopf des Verfahrens abtrennt,d) das erhaltene Kaliumkonzentrat entwässert und seine Carnallitkomponente mit einer 18-22 %-igen Magnesiumchloridlösung während 0,5-2 Stunden bei einem Verhältnis der Lösung zum Carnallit im Konzentrat (Fl:Fe) von 2,9 bis 3,1 zersetzt unter Überführung des Kaliumchlorids in die Festphase und Abtrennung der Flüssigphase,e) das entwässerte Kaliumkonzentrat unter Erwärmung auf eine Temperatur von 60-65° C in der Schönitlauge löst und durch Filtration den schwer löslichen Kieserit abtrennt, den man durch Temperaturkonversion in Wasser bei einer Temperatur von 75-80° C und unter Rühren während 2-2,5 Stunden in Epsomit überführt,f) die Lösung des Kaliumkonzentrats, die Epsomitlösung und die Sulfatlauge miteinander vereinigt und bei einer Temperatur von 60-65° C und einem Gewichtsverhältnis im Reaktionsgemisch von Kaliumchlorid zu Magnesiumsulfat von 0,61-0,63 eine Schönitlösung erhält,g) die Schönitlösung in einer Vakuum-Kristallisations-Anlage abkühlt, die erhaltene Trübe eindickt und durch Filtration den Schönit isoliert,h) einen Teil der abgetrennten Schönitlösung der Lösung des auf Stufe e) erhaltenen Kaliumkonzentrats zuführt und den zweiten Teil der Regeneration in einer Vakuum-Kristallisations-Anlage zuführt unter Isolierung von künstlichem Kainit und Erzielung einer Kainitlauge in der Festphase,i) die auf Stufe d) erhaltene Flüssigphase teilweise mit der Kainitlauge auf Stufe h) unter nachfolgender Regeneration mischt,j) den auf Stufe g) erhaltenen Schönit mit Wasser unter Erwärmung auf eine Temperatur von höchstens 48° C zersetzt,k) das auf Stufe j) erhaltene Kaliumsulfat eindickt, entwässert und durch Filtration das Endprodukt und das Filtrat, d.h. die Sulfatlauge isoliert,I) die auf Stufe k) erhaltene Sulfatlauge der Stufe f) der Schönitsynthese zuführt,m) die auf Stufe h) erhaltene Kainitlauge mit einem Teil der auf Stufe d) erhaltenen Carnallitlauge vereinigt, eindampft und unter Kristallisation in einer Vakuum-Kristallisations-Anlage abkühlt, wobei man zuerst ein Gemisch aus künstlichem Carnallit und Halit erhält und danach aus Bischofit.",LLC K POTASH SERVICE (RU); STATE SCIENT INSTITUTION THE INSTITUTE OF GENERAL AND INORGANIC CHEMISTRY OF THE NATIONAL ACADEMY OF (BY); LTD LIABILITY COMPANY K-POTASH SERVICE (RU); STATE SCIENT INST THE INST OF GENERAL AND INORGANIC CHEMISTRY (BY),KRUTSKO MIKALAI PAVLOVICH (BY); SHEVCHUK VIACHESLAV VLADIMIROVICH (BY); KRUTSKO MIKALAI PAVLOVICH (BY); SMYCHNIK ANATOLIY DANILOVICH (RU); YAKOVLEV PAVEL ALEKSANDROVICH (RU); SHEVCHUK VIACHESLAV VLADIMIROVICH (BY),C01D5/16; C05D1/00,2,C05D1/00 (EP); C05D5/00 (EP),2,BY2015000002W; DE112015006221T; EA201791849A,3,2016-09-01,2022-06-02,69,12,9,9,7,1,
056787755,EA201791849A,2015-02-25,EA030375B1,2017-12-29,['METHOD OF PROCESSING POLYMINERAL POTASSIUM ORES TO PRODUCE POTASSIUM SULFATE'],"The invention relates to a technique for processing polymineral potassium ores having varying material compositions, and may be used for producing potassium sulfate. The implementation of the proposed method increases the extraction of potassium minerals from ore from 64 to 90-92%. The target product is obtained at the high yield of 91% and with a high purity level, with potassium sulfate content reaching 95-96%.",STATE SCIENT INSTITUTION THE INSTITUTE OF GENERAL AND INORGANIC CHEMISTRY OF THE NATIONAL ACADEMY OF (BY); LLC K POTASH SERVICE (RU),KRUTSKO NIKOLAY PAVLOVICH (BY); SHEVCHUK VIACHESLAV VLADIMIROVICH (BY),C05D1/00,1,C05D1/00 (EP); C05D5/00 (EP),2,BY2015000002W; DE112015006221T; EA201791849A,3,2016-09-01,2022-06-02,69,12,9,9,7,1,
